AnimeBirthYM	animeDesc	BirthYM_dt	CCterm	ConceptDesc	ConceptBirthYM	TimingFlag	Connection
2014-04	ディスク・ウォーズ:アベンジャーズ	2014-04-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2014-04	GO-GO たまごっち!	2014-04-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2014-04	ジョジョの奇妙な冒険 スターダストクルセイダース	2014-04-01	CC0179000	Religious Roles	2015-03	PreToBirth	1
2014-04	キャプテン・アース	2014-04-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2014-04	金田一少年の事件簿R（第1期）	2014-04-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2014-04	デュエル・マスターズ VS	2014-04-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2014-04	テンカイナイト	2014-04-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2014-04	FAIRY TAIL（第2期）	2014-04-01	CC0179000	Religious Roles	2015-03	PreToBirth	1
2014-04	パックワールド	2014-04-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2014-04	魔法科高校の劣等生	2014-04-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2014-04	レディ ジュエルペット	2014-04-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2014-04	ドラゴンボール改（第2期）	2014-04-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2014-04	ハイキュー!!	2014-04-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2014-04	ベイビーステップ（第1期）	2014-04-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2014-04	遊☆戯☆王ARC-V	2014-04-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2014-04	オレカバトル	2014-04-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2014-04	ドラゴンコレクション	2014-04-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2014-04	ヒーローバンク	2014-04-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2014-04	魔法少女大戦	2014-04-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2014-04	猫のダヤン	2014-04-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2014-05	猫ピッチャー	2014-05-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2014-05	野良スコ	2014-05-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2014-05	ぷちます!! -プチプチ・アイドルマスター-	2014-05-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2014-07	ソードアート・オンラインII	2014-07-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2014-07	プリパラ	2014-07-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2014-07	アカメが斬る!	2014-07-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2014-07	フランチェスカ	2014-07-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2014-07	ヤマノススメ セカンドシーズン	2014-07-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2014-09	トライブクルクル	2014-09-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2014-10	ガンダム Gのレコンギスタ	2014-10-01	CC0179000	Religious Roles	2015-03	PreToBirth	1
2014-10	クロスアンジュ 天使と竜の輪舞	2014-10-01	CC0179000	Religious Roles	2015-03	PreToBirth	1
2014-10	まじっく快斗1412	2014-10-01	CC0179000	Religious Roles	2015-03	PreToBirth	1
2014-10	ログ・ホライズン（第2期）	2014-10-01	CC0179000	Religious Roles	2015-03	PreToBirth	1
2014-10	七つの大罪	2014-10-01	CC0179000	Religious Roles	2015-03	PreToBirth	1
2014-10	ワールドトリガー	2014-10-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2014-10	愛・天地無用!	2014-10-01	CC0179000	Religious Roles	2015-03	PreToBirth	1
2014-10	弱虫ペダル GRANDE ROAD	2014-10-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2014-10	暁のヨナ	2014-10-01	CC0179000	Religious Roles	2015-03	PreToBirth	1
2014-10	ガンダムビルドファイターズトライ	2014-10-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2014-10	寄生獣 セイの格率	2014-10-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2014-10	SHIROBAKO	2014-10-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2014-10	カードファイト!! ヴァンガードG	2014-10-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2014-12	接続無用	2014-12-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2015-01	ぱんきす!2次元	2015-01-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2015-01	ジョジョの奇妙な冒険 スターダストクルセイダース エジプト編	2015-01-01	CC0179000	Religious Roles	2015-03	PreToBirth	1
2015-01	黒子のバスケ（第3期）	2015-01-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2015-02	Go!プリンセスプリキュア	2015-02-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2015-03	トランスフォーマー アドベンチャー	2015-03-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2015-03	ふなっしーのふなふなふな日和	2015-03-01	CC0179000	Religious Roles	2015-03	PreToBirth	0
2015-04	バトルスピリッツ 烈火魂	2015-04-01	CC0179000	Religious Roles	2015-03	BirthToPost	0
2015-04	美少女戦士セーラームーンCrystal	2015-04-01	CC0179000	Religious Roles	2015-03	BirthToPost	1
2015-04	ハッピージョージ	2015-04-01	CC0179000	Religious Roles	2015-03	BirthToPost	0
2015-04	境界のRINNE（第1期）	2015-04-01	CC0179000	Religious Roles	2015-03	BirthToPost	1
2015-04	GON -ゴン-（第2期）	2015-04-01	CC0179000	Religious Roles	2015-03	BirthToPost	0
2015-04	食戟のソーマ	2015-04-01	CC0179000	Religious Roles	2015-03	BirthToPost	0
2015-04	電波教師	2015-04-01	CC0179000	Religious Roles	2015-03	BirthToPost	0
2015-04	アルスラーン戦記	2015-04-01	CC0179000	Religious Roles	2015-03	BirthToPost	1
2015-04	デュエル・マスターズ VSR	2015-04-01	CC0179000	Religious Roles	2015-03	BirthToPost	0
2015-04	ベイビーステップ（第2期）	2015-04-01	CC0179000	Religious Roles	2015-03	BirthToPost	0
2015-04	ダイヤのA -SECOND SEASON-	2015-04-01	CC0179000	Religious Roles	2015-03	BirthToPost	0
2015-04	銀魂゜	2015-04-01	CC0179000	Religious Roles	2015-03	BirthToPost	0
2015-04	俺物語!!	2015-04-01	CC0179000	Religious Roles	2015-03	BirthToPost	0
2015-04	フューチャーカード バディファイト100	2015-04-01	CC0179000	Religious Roles	2015-03	BirthToPost	0
2015-04	英国一家、日本を食べる	2015-04-01	CC0179000	Religious Roles	2015-03	BirthToPost	0
2015-05	ナルどマ	2015-05-01	CC0179000	Religious Roles	2015-03	BirthToPost	0
2015-07	アクエリオンロゴス	2015-07-01	CC0179000	Religious Roles	2015-03	BirthToPost	0
2015-07	うしおととら（第1期）	2015-07-01	CC0179000	Religious Roles	2015-03	BirthToPost	1
2015-07	ブーブーボーイ	2015-07-01	CC0179000	Religious Roles	2015-03	BirthToPost	0
2015-07	ドラゴンボール超	2015-07-01	CC0179000	Religious Roles	2015-03	BirthToPost	0
2015-10	かみさまみならい ヒミツのここたま	2015-10-01	CC0179000	Religious Roles	2015-03	BirthToPost	0
2015-10	きょーふ!ゾンビ猫	2015-10-01	CC0179000	Religious Roles	2015-03	BirthToPost	0
2015-10	ルパン三世 PART4	2015-10-01	CC0179000	Religious Roles	2015-03	BirthToPost	0
2015-10	ヘヴィーオブジェクト	2015-10-01	CC0179000	Religious Roles	2015-03	BirthToPost	0
2015-10	みにヴぁん（第2期）	2015-10-01	CC0179000	Religious Roles	2015-03	BirthToPost	0
2015-10	うたわれるもの 偽りの仮面	2015-10-01	CC0179000	Religious Roles	2015-03	BirthToPost	1
2015-10	機動戦士ガンダム 鉄血のオルフェンズ（第1期）	2015-10-01	CC0179000	Religious Roles	2015-03	BirthToPost	0
2015-10	ハイキュー!! セカンドシーズン	2015-10-01	CC0179000	Religious Roles	2015-03	BirthToPost	0
2015-10	おそ松さん（第1期）	2015-10-01	CC0179000	Religious Roles	2015-03	BirthToPost	0
2015-10	JKめし!	2015-10-01	CC0179000	Religious Roles	2015-03	BirthToPost	0
2015-10	新あたしンち	2015-10-01	CC0179000	Religious Roles	2015-03	BirthToPost	0
2015-10	DD北斗の拳2	2015-10-01	CC0179000	Religious Roles	2015-03	BirthToPost	0
2015-10	牙狼 -紅蓮ノ月-	2015-10-01	CC0179000	Religious Roles	2015-03	BirthToPost	1
2015-10	ポケットモンスター XY&Z	2015-10-01	CC0179000	Religious Roles	2015-03	BirthToPost	0
2016-01	暗殺教室（第2期）	2016-01-01	CC0179000	Religious Roles	2015-03	BirthToPost	0
2016-01	虹色デイズ	2016-01-01	CC0179000	Religious Roles	2015-03	BirthToPost	0
2016-02	魔法つかいプリキュア!	2016-02-01	CC0179000	Religious Roles	2015-03	BirthToPost	0
2019-02	スター☆トゥインクルプリキュア	2019-02-01	CC0179100	Sister	2020-02	PreToBirth	0
2019-02	今日もツノがある	2019-02-01	CC0179100	Sister	2020-02	PreToBirth	0
2019-04	爆丸 バトルプラネット	2019-04-01	CC0179100	Sister	2020-02	PreToBirth	0
2019-04	この世の果てで恋を唄う少女YU-NO	2019-04-01	CC0179100	Sister	2020-02	PreToBirth	0
2019-04	ダイヤのA actII	2019-04-01	CC0179100	Sister	2020-02	PreToBirth	0
2019-04	妖怪ウォッチ!	2019-04-01	CC0179100	Sister	2020-02	PreToBirth	0
2019-04	鬼滅の刃	2019-04-01	CC0179100	Sister	2020-02	PreToBirth	0
2019-04	けだまのゴンじろー	2019-04-01	CC0179100	Sister	2020-02	PreToBirth	0
2019-04	フルーツバスケット（第2作）	2019-04-01	CC0179100	Sister	2020-02	PreToBirth	0
2019-04	MIX	2019-04-01	CC0179100	Sister	2020-02	PreToBirth	0
2019-04	デュエル・マスターズ!!	2019-04-01	CC0179100	Sister	2020-02	PreToBirth	0
2019-04	ジモトがジャパン	2019-04-01	CC0179100	Sister	2020-02	PreToBirth	0
2019-04	キャロル&チューズデイ	2019-04-01	CC0179100	Sister	2020-02	PreToBirth	0
2019-04	Bラッパーズ ストリート	2019-04-01	CC0179100	Sister	2020-02	PreToBirth	0
2019-07	Dr.STONE	2019-07-01	CC0179100	Sister	2020-02	PreToBirth	0
2019-07	炎炎ノ消防隊	2019-07-01	CC0179100	Sister	2020-02	PreToBirth	0
2019-07	あんさんぶるスターズ!	2019-07-01	CC0179100	Sister	2020-02	PreToBirth	0
2019-07	ヴィンランド・サガ	2019-07-01	CC0179100	Sister	2020-02	PreToBirth	0
2019-10	あひるの空	2019-10-01	CC0179100	Sister	2020-02	PreToBirth	0
2019-10	ゾイドワイルド ZERO	2019-10-01	CC0179100	Sister	2020-02	PreToBirth	0
2019-10	アイカツオンパレード!	2019-10-01	CC0179100	Sister	2020-02	PreToBirth	0
2019-10	耐え子の日常（第1期）	2019-10-01	CC0179100	Sister	2020-02	PreToBirth	0
2019-10	ファンタシースターオンライン2 エピソード・オラクル	2019-10-01	CC0179100	Sister	2020-02	PreToBirth	0
2019-10	七つの大罪 神々の逆鱗	2019-10-01	CC0179100	Sister	2020-02	PreToBirth	0
2019-10	歌舞伎町シャーロック	2019-10-01	CC0179100	Sister	2020-02	PreToBirth	0
2019-10	僕のヒーローアカデミア（第4期）	2019-10-01	CC0179100	Sister	2020-02	PreToBirth	0
2019-10	ちはやふる3	2019-10-01	CC0179100	Sister	2020-02	PreToBirth	0
2019-11	ポケットモンスター（2019年）	2019-11-01	CC0179100	Sister	2020-02	PreToBirth	0
2019-12	妖怪学園Y 〜Nとの遭遇〜	2019-12-01	CC0179100	Sister	2020-02	PreToBirth	0
2020-01	りばあす	2020-01-01	CC0179100	Sister	2020-02	PreToBirth	0
2020-01	プランダラ	2020-01-01	CC0179100	Sister	2020-02	PreToBirth	0
2020-01	とある科学の超電磁砲T	2020-01-01	CC0179100	Sister	2020-02	PreToBirth	0
2020-01	ケンガンアシュラ	2020-01-01	CC0179100	Sister	2020-02	PreToBirth	0
2020-02	ヒーリングっど♥プリキュア	2020-02-01	CC0179100	Sister	2020-02	PreToBirth	0
2020-04	メジャーセカンド（第2期）	2020-04-01	CC0179100	Sister	2020-02	BirthToPost	0
2020-04	遊☆戯☆王SEVENS	2020-04-01	CC0179100	Sister	2020-02	BirthToPost	0
2020-04	デジモンアドベンチャー:	2020-04-01	CC0179100	Sister	2020-02	BirthToPost	0
2020-04	デュエル・マスターズ キング	2020-04-01	CC0179100	Sister	2020-02	BirthToPost	0
2020-04	ミュークルドリーミー	2020-04-01	CC0179100	Sister	2020-02	BirthToPost	0
2020-04	ガル学。～聖ガールズスクエア学院～	2020-04-01	CC0179100	Sister	2020-02	BirthToPost	0
2020-04	キングダム（第3シリーズ）	2020-04-01	CC0179100	Sister	2020-02	BirthToPost	0
2020-04	ぽっこりーず	2020-04-01	CC0179100	Sister	2020-02	BirthToPost	0
2020-04	シャドウバース	2020-04-01	CC0179100	Sister	2020-02	BirthToPost	0
2020-04	フルーツバスケット（第2作 2nd season）	2020-04-01	CC0179100	Sister	2020-02	BirthToPost	0
2020-04	無限の住人 -IMMORTAL-	2020-04-01	CC0179100	Sister	2020-02	BirthToPost	0
2020-07	おばけずかん	2020-07-01	CC0179100	Sister	2020-02	BirthToPost	0
2020-07	耐え子の日常（第2期）	2020-07-01	CC0179100	Sister	2020-02	BirthToPost	0
2020-07	炎炎ノ消防隊 弐ノ章	2020-07-01	CC0179100	Sister	2020-02	BirthToPost	0
2020-09	ふしぎ駄菓子屋 銭天堂	2020-09-01	CC0179100	Sister	2020-02	BirthToPost	0
2020-10	ひぐらしのなく頃に 業	2020-10-01	CC0179100	Sister	2020-02	BirthToPost	0
2020-10	犬と猫どっちも飼ってると毎日たのしい	2020-10-01	CC0179100	Sister	2020-02	BirthToPost	0
2020-10	呪術廻戦（第1期）	2020-10-01	CC0179100	Sister	2020-02	BirthToPost	0
2020-10	ドラゴンクエスト ダイの大冒険（第2作）	2020-10-01	CC0179100	Sister	2020-02	BirthToPost	0
2020-10	半妖の夜叉姫	2020-10-01	CC0179100	Sister	2020-02	BirthToPost	0
2020-10	おそ松さん（第3期）	2020-10-01	CC0179100	Sister	2020-02	BirthToPost	0
2021-01	蜘蛛ですが、なにか?	2021-01-01	CC0179100	Sister	2020-02	BirthToPost	0
2021-01	バック・アロウ	2021-01-01	CC0179100	Sister	2020-02	BirthToPost	0
2021-01	アイカツプラネット!（実写&アニメ）	2021-01-01	CC0179100	Sister	2020-02	BirthToPost	0
2021-01	七つの大罪 憤怒の審判	2021-01-01	CC0179100	Sister	2020-02	BirthToPost	0
2021-02	舞妓さんちのまかないさん（NHKワールド JAPAN版）	2021-02-01	CC0179100	Sister	2020-02	BirthToPost	0
2021-02	トロピカル〜ジュ!プリキュア	2021-02-01	CC0179100	Sister	2020-02	BirthToPost	0
2014-04	超爆裂異次元メンコバトル ギガントシューター つかさ	2014-04-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-04	マジンボーン	2014-04-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-04	くつだる。	2014-04-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-04	ディスク・ウォーズ:アベンジャーズ	2014-04-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-04	GO-GO たまごっち!	2014-04-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-04	ジョジョの奇妙な冒険 スターダストクルセイダース	2014-04-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-04	キャプテン・アース	2014-04-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-04	金田一少年の事件簿R（第1期）	2014-04-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-04	デュエル・マスターズ VS	2014-04-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-04	テンカイナイト	2014-04-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-04	FAIRY TAIL（第2期）	2014-04-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-04	パックワールド	2014-04-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-04	魔法科高校の劣等生	2014-04-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-04	レディ ジュエルペット	2014-04-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-04	ドラゴンボール改（第2期）	2014-04-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-04	ハイキュー!!	2014-04-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-04	ベイビーステップ（第1期）	2014-04-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-04	遊☆戯☆王ARC-V	2014-04-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-04	オレカバトル	2014-04-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-04	ドラゴンコレクション	2014-04-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-04	ヒーローバンク	2014-04-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-04	魔法少女大戦	2014-04-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	1
2014-04	猫のダヤン	2014-04-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-05	猫ピッチャー	2014-05-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-05	野良スコ	2014-05-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-05	ぷちます!! -プチプチ・アイドルマスター-	2014-05-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-07	ソードアート・オンラインII	2014-07-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-07	プリパラ	2014-07-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-07	アカメが斬る!	2014-07-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-07	フランチェスカ	2014-07-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-07	ヤマノススメ セカンドシーズン	2014-07-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-09	トライブクルクル	2014-09-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-10	ガンダム Gのレコンギスタ	2014-10-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-10	クロスアンジュ 天使と竜の輪舞	2014-10-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-10	まじっく快斗1412	2014-10-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-10	ログ・ホライズン（第2期）	2014-10-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-10	七つの大罪	2014-10-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-10	ワールドトリガー	2014-10-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-10	愛・天地無用!	2014-10-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-10	弱虫ペダル GRANDE ROAD	2014-10-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-10	暁のヨナ	2014-10-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-10	ガンダムビルドファイターズトライ	2014-10-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-10	寄生獣 セイの格率	2014-10-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-10	SHIROBAKO	2014-10-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-10	カードファイト!! ヴァンガードG	2014-10-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2014-12	接続無用	2014-12-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2015-01	ぱんきす!2次元	2015-01-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2015-01	ジョジョの奇妙な冒険 スターダストクルセイダース エジプト編	2015-01-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2015-01	黒子のバスケ（第3期）	2015-01-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2015-02	Go!プリンセスプリキュア	2015-02-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2015-03	トランスフォーマー アドベンチャー	2015-03-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2015-03	ふなっしーのふなふなふな日和	2015-03-01	CC0179200	Shrine Maiden	2015-03	PreToBirth	0
2015-04	バトルスピリッツ 烈火魂	2015-04-01	CC0179200	Shrine Maiden	2015-03	BirthToPost	0
2015-04	美少女戦士セーラームーンCrystal	2015-04-01	CC0179200	Shrine Maiden	2015-03	BirthToPost	0
2015-04	ハッピージョージ	2015-04-01	CC0179200	Shrine Maiden	2015-03	BirthToPost	0
2015-04	境界のRINNE（第1期）	2015-04-01	CC0179200	Shrine Maiden	2015-03	BirthToPost	1
2015-04	GON -ゴン-（第2期）	2015-04-01	CC0179200	Shrine Maiden	2015-03	BirthToPost	0
2015-04	食戟のソーマ	2015-04-01	CC0179200	Shrine Maiden	2015-03	BirthToPost	0
2015-04	電波教師	2015-04-01	CC0179200	Shrine Maiden	2015-03	BirthToPost	0
2015-04	アルスラーン戦記	2015-04-01	CC0179200	Shrine Maiden	2015-03	BirthToPost	0
2015-04	デュエル・マスターズ VSR	2015-04-01	CC0179200	Shrine Maiden	2015-03	BirthToPost	0
2015-04	ベイビーステップ（第2期）	2015-04-01	CC0179200	Shrine Maiden	2015-03	BirthToPost	0
2015-04	ダイヤのA -SECOND SEASON-	2015-04-01	CC0179200	Shrine Maiden	2015-03	BirthToPost	0
2015-04	銀魂゜	2015-04-01	CC0179200	Shrine Maiden	2015-03	BirthToPost	0
2015-04	俺物語!!	2015-04-01	CC0179200	Shrine Maiden	2015-03	BirthToPost	0
2015-04	フューチャーカード バディファイト100	2015-04-01	CC0179200	Shrine Maiden	2015-03	BirthToPost	0
2015-04	英国一家、日本を食べる	2015-04-01	CC0179200	Shrine Maiden	2015-03	BirthToPost	0
2015-05	ナルどマ	2015-05-01	CC0179200	Shrine Maiden	2015-03	BirthToPost	0
2015-07	アクエリオンロゴス	2015-07-01	CC0179200	Shrine Maiden	2015-03	BirthToPost	0
2015-07	うしおととら（第1期）	2015-07-01	CC0179200	Shrine Maiden	2015-03	BirthToPost	1
2015-07	ブーブーボーイ	2015-07-01	CC0179200	Shrine Maiden	2015-03	BirthToPost	0
2015-07	ドラゴンボール超	2015-07-01	CC0179200	Shrine Maiden	2015-03	BirthToPost	0
2015-10	かみさまみならい ヒミツのここたま	2015-10-01	CC0179200	Shrine Maiden	2015-03	BirthToPost	0
2015-10	きょーふ!ゾンビ猫	2015-10-01	CC0179200	Shrine Maiden	2015-03	BirthToPost	0
2015-10	ルパン三世 PART4	2015-10-01	CC0179200	Shrine Maiden	2015-03	BirthToPost	0
2015-10	ヘヴィーオブジェクト	2015-10-01	CC0179200	Shrine Maiden	2015-03	BirthToPost	0
2015-10	みにヴぁん（第2期）	2015-10-01	CC0179200	Shrine Maiden	2015-03	BirthToPost	0
2015-10	うたわれるもの 偽りの仮面	2015-10-01	CC0179200	Shrine Maiden	2015-03	BirthToPost	1
2015-10	機動戦士ガンダム 鉄血のオルフェンズ（第1期）	2015-10-01	CC0179200	Shrine Maiden	2015-03	BirthToPost	0
2015-10	ハイキュー!! セカンドシーズン	2015-10-01	CC0179200	Shrine Maiden	2015-03	BirthToPost	0
2015-10	おそ松さん（第1期）	2015-10-01	CC0179200	Shrine Maiden	2015-03	BirthToPost	0
2015-10	JKめし!	2015-10-01	CC0179200	Shrine Maiden	2015-03	BirthToPost	0
2015-10	新あたしンち	2015-10-01	CC0179200	Shrine Maiden	2015-03	BirthToPost	0
2015-10	DD北斗の拳2	2015-10-01	CC0179200	Shrine Maiden	2015-03	BirthToPost	0
2015-10	牙狼 -紅蓮ノ月-	2015-10-01	CC0179200	Shrine Maiden	2015-03	BirthToPost	1
2015-10	ポケットモンスター XY&Z	2015-10-01	CC0179200	Shrine Maiden	2015-03	BirthToPost	0
2016-01	暗殺教室（第2期）	2016-01-01	CC0179200	Shrine Maiden	2015-03	BirthToPost	0
2016-01	虹色デイズ	2016-01-01	CC0179200	Shrine Maiden	2015-03	BirthToPost	0
2016-02	魔法つかいプリキュア!	2016-02-01	CC0179200	Shrine Maiden	2015-03	BirthToPost	0
2020-09	ふしぎ駄菓子屋 銭天堂	2020-09-01	CC017a000	Creater	2021-09	PreToBirth	1
2020-10	ひぐらしのなく頃に 業	2020-10-01	CC017a000	Creater	2021-09	PreToBirth	1
2020-10	犬と猫どっちも飼ってると毎日たのしい	2020-10-01	CC017a000	Creater	2021-09	PreToBirth	0
2020-10	呪術廻戦（第1期）	2020-10-01	CC017a000	Creater	2021-09	PreToBirth	0
2020-10	ドラゴンクエスト ダイの大冒険（第2作）	2020-10-01	CC017a000	Creater	2021-09	PreToBirth	0
2020-10	半妖の夜叉姫	2020-10-01	CC017a000	Creater	2021-09	PreToBirth	0
2020-10	おそ松さん（第3期）	2020-10-01	CC017a000	Creater	2021-09	PreToBirth	0
2021-01	蜘蛛ですが、なにか?	2021-01-01	CC017a000	Creater	2021-09	PreToBirth	0
2021-01	バック・アロウ	2021-01-01	CC017a000	Creater	2021-09	PreToBirth	0
2021-01	アイカツプラネット!（実写&アニメ）	2021-01-01	CC017a000	Creater	2021-09	PreToBirth	0
2021-01	七つの大罪 憤怒の審判	2021-01-01	CC017a000	Creater	2021-09	PreToBirth	0
2021-02	舞妓さんちのまかないさん（NHKワールド JAPAN版）	2021-02-01	CC017a000	Creater	2021-09	PreToBirth	0
2021-02	トロピカル〜ジュ!プリキュア	2021-02-01	CC017a000	Creater	2021-09	PreToBirth	0
2021-03	僕のヒーローアカデミア（第5期）	2021-03-01	CC017a000	Creater	2021-09	PreToBirth	0
2021-04	SHAMAN KING	2021-04-01	CC017a000	Creater	2021-09	PreToBirth	0
2021-04	デュエル・マスターズ キング!	2021-04-01	CC017a000	Creater	2021-09	PreToBirth	0
2021-04	新幹線変形ロボ シンカリオンZ	2021-04-01	CC017a000	Creater	2021-09	PreToBirth	0
2021-04	妖怪ウォッチ♪	2021-04-01	CC017a000	Creater	2021-09	PreToBirth	0
2021-04	SDガンダムワールド ヒーローズ	2021-04-01	CC017a000	Creater	2021-09	PreToBirth	0
2021-04	EDENS ZERO（第1期）	2021-04-01	CC017a000	Creater	2021-09	PreToBirth	0
2021-04	東京リベンジャーズ	2021-04-01	CC017a000	Creater	2021-09	PreToBirth	0
2021-07	SCARLET NEXUS	2021-07-01	CC017a000	Creater	2021-09	PreToBirth	0
2021-07	白い砂のアクアトープ	2021-07-01	CC017a000	Creater	2021-09	PreToBirth	0
2021-10	半妖の夜叉姫 弐の章	2021-10-01	CC017a000	Creater	2021-09	BirthToPost	0
2021-10	舞妓さんちのまかないさん（Eテレ版）	2021-10-01	CC017a000	Creater	2021-09	BirthToPost	0
2021-10	デジモンゴーストゲーム	2021-10-01	CC017a000	Creater	2021-09	BirthToPost	0
2021-10	ワッチャプリマジ!	2021-10-01	CC017a000	Creater	2021-09	BirthToPost	0
2021-10	チキップダンサーズ（第1期）	2021-10-01	CC017a000	Creater	2021-09	BirthToPost	0
2021-10	プラチナエンド	2021-10-01	CC017a000	Creater	2021-09	BirthToPost	0
2021-10	ルパン三世 PART6	2021-10-01	CC017a000	Creater	2021-09	BirthToPost	0
2022-01	CUE!	2022-01-01	CC017a000	Creater	2021-09	BirthToPost	1
2022-01	ニンジャラ	2022-01-01	CC017a000	Creater	2021-09	BirthToPost	0
2022-02	デリシャスパーティ♡プリキュア	2022-02-01	CC017a000	Creater	2021-09	BirthToPost	1
2022-04	シャドウバースF	2022-04-01	CC017a000	Creater	2021-09	BirthToPost	1
